date,cash,stock_value,end_equity,daily_return_pct,exposure_pct,drawdown_pct,held_symbols
2025-11-20,329294.58,834275.0,1163569.58,-0.4791,71.7,-4.1182,"300750,600036,600519,600941"
2025-11-21,344120.19,812036.4,1156156.59,-0.6371,70.24,-4.729,"300750,600036,600519,600941"
2025-11-24,339904.34,813574.1,1153478.44,-0.2316,70.53,-4.9497,"300750,600036,600519,600941"
2025-11-25,339904.34,817209.1,1157113.44,0.3151,70.62,-4.6502,"300750,600036,600519,600941"
2025-11-26,344127.77,814362.4,1158490.17,0.119,70.3,-4.5367,"300750,600036,600519,600941"
2025-11-27,344127.77,811369.4,1155497.17,-0.2584,70.22,-4.7834,"300750,600036,600519,600941"
2025-11-28,344127.77,810438.4,1154566.17,-0.0806,70.19,-4.8601,"300750,600036,600519,600941"
2025-12-01,333667.54,827816.3,1161483.84,0.5992,71.27,-4.29,"300750,600036,600519,600941"
2025-12-02,559328.03,601316.9,1160644.93,-0.0722,51.81,-4.3592,"600036,600519,600941"
2025-12-03,559328.03,597063.9,1156391.93,-0.3664,51.63,-4.7096,"600036,600519,600941"
2025-12-04,555117.18,600740.6,1155857.78,-0.0462,51.97,-4.7536,"600036,600519,600941"
2025-12-05,559331.62,596956.9,1156288.52,0.0373,51.63,-4.7181,"600036,600519,600941"
2025-12-08,559331.62,592207.9,1151539.52,-0.4107,51.43,-5.1095,"600036,600519,600941"
2025-12-09,559331.62,590632.9,1149964.52,-0.1368,51.36,-5.2393,"600036,600519,600941"
2025-12-10,559331.62,583091.9,1142423.52,-0.6558,51.04,-5.8607,"600036,600519,600941"
2025-12-11,328259.69,816362.0,1144621.69,0.1924,71.32,-5.6795,"300750,600036,600519,600941"
2025-12-12,501859.62,645268.0,1147127.62,0.2189,56.25,-5.473,"300750,600036,600941"
2025-12-15,282897.37,853763.0,1136660.37,-0.9125,75.11,-6.3356,"300750,600036,600941,688981"
2025-12-16,275704.22,852666.3,1128370.52,-0.7293,75.57,-7.0187,"300750,600036,600941,688981"
2025-12-17,238719.88,895516.7,1134236.58,0.5199,78.95,-6.5353,"300750,600036,600941,688981"
2025-12-18,238719.88,891457.7,1130177.58,-0.3579,78.88,-6.8698,"300750,600036,600941,688981"
2025-12-19,254149.97,877339.0,1131488.97,0.116,77.54,-6.7617,"300750,600036,600941,688981"
2025-12-22,250036.18,889688.7,1139724.88,0.7279,78.06,-6.083,"300750,600036,600941,688981"
2025-12-23,252179.07,890684.6,1142863.67,0.2754,77.93,-5.8244,"300750,600036,600941,688981"
2025-12-24,470493.03,679146.9,1149639.93,0.5929,59.07,-5.266,"600036,600941,688981"
2025-12-25,329879.21,817366.9,1147246.11,-0.2082,71.25,-5.4633,"600036,600519,600941,688981"
2025-12-26,329879.21,815909.9,1145789.11,-0.127,71.21,-5.5833,"600036,600519,600941,688981"
2025-12-29,329879.21,815770.9,1145650.11,-0.0121,71.21,-5.5948,"600036,600519,600941,688981"
2025-12-30,329879.21,821313.9,1151193.11,0.4838,71.34,-5.138,"600036,600519,600941,688981"
2025-12-31,333992.74,812143.2,1146135.94,-0.4393,70.86,-5.5548,"600036,600519,600941,688981"
2026-01-05,561805.71,603863.5,1165669.21,1.7043,51.8,-3.9451,"600036,600519,688981"
2026-01-06,557654.9,613728.2,1171383.1,0.4902,52.39,-3.4743,"600036,600519,688981"
2026-01-07,570820.58,593669.2,1164489.78,-0.5885,50.98,-4.0423,"600036,600519,688981"
2026-01-08,557914.01,602675.2,1160589.21,-0.335,51.93,-4.3638,"600036,600519,688981"
2026-01-09,341355.04,815855.6,1157210.64,-0.2911,70.5,-4.6422,"600036,600519,600941,688981"
2026-01-12,328491.49,826578.6,1155070.09,-0.185,71.56,-4.8185,"600036,600519,600941,688981"
2026-01-13,328491.49,817652.6,1146144.09,-0.7728,71.34,-5.5541,"600036,600519,600941,688981"
2026-01-14,328491.49,809214.6,1137706.09,-0.7362,71.13,-6.2494,"600036,600519,600941,688981"
2026-01-15,324574.79,807911.3,1132486.09,-0.4588,71.34,-6.6795,"600036,600519,600941,688981"
2026-01-16,331744.19,800576.6,1132320.79,-0.0146,70.7,-6.6932,"600036,600519,600941,688981"
2026-01-19,327864.21,800500.6,1128364.81,-0.3494,70.94,-7.0191,"600036,600519,600941,688981"
2026-01-20,324768.22,800686.7,1125454.92,-0.2579,71.14,-7.2589,"600036,600519,600941,688981"
2026-01-21,292876.03,832436.2,1125312.23,-0.0127,73.97,-7.2707,"002230,600036,600519,600941,688981"
2026-01-22,279629.38,843434.1,1123063.48,-0.1998,75.1,-7.456,"002230,600036,600519,600941,688981"
2026-01-23,326507.73,792511.7,1119019.43,-0.3601,70.82,-7.7892,"002230,600036,600519,600941"
2026-01-26,323141.05,795984.6,1119125.65,0.0095,71.13,-7.7805,"002230,600036,600519,600941"
2026-01-27,321085.23,797192.6,1118277.83,-0.0758,71.29,-7.8503,"002230,600036,600519,600941"
2026-01-28,541891.68,574582.6,1116474.28,-0.1613,51.46,-7.999,"002230,600519,600941"
2026-01-29,765132.55,375572.0,1140704.55,2.1702,32.92,-6.0023,"002230,600519"
2026-01-30,771189.42,360620.0,1131809.42,-0.7798,31.86,-6.7353,"002230,600519"
2026-02-02,991420.63,142700.0,1134120.63,0.2042,12.58,-6.5449,600519
2026-02-03,991420.63,147492.0,1138912.63,0.4225,12.95,-6.15,600519
2026-02-04,991420.63,152500.0,1143920.63,0.4397,13.33,-5.7373,600519
2026-02-05,1143221.57,0.0,1143221.57,-0.0611,0.0,-5.7949,
2026-02-06,1143221.57,0.0,1143221.57,-0.0,0.0,-5.7949,
2026-02-09,1143221.57,0.0,1143221.57,-0.0,0.0,-5.7949,
2026-02-10,1143221.57,0.0,1143221.57,-0.0,0.0,-5.7949,
2026-02-11,1143221.57,0.0,1143221.57,-0.0,0.0,-5.7949,
2026-02-12,764374.89,374802.0,1139176.89,-0.3538,32.9,-6.1282,"600036,600519"
2026-02-13,764374.89,373048.0,1137422.89,-0.154,32.8,-6.2727,"600036,600519"
2026-02-24,544756.71,585558.4,1130315.11,-0.6249,51.8,-6.8584,"300750,600036,600519"
2026-02-25,544756.71,587254.4,1132011.11,0.15,51.88,-6.7187,"300750,600036,600519"
2026-02-26,544756.71,574537.4,1119294.11,-1.1234,51.33,-7.7666,"300750,600036,600519"
2026-02-27,548622.8,567439.4,1116062.2,-0.2887,50.84,-8.0329,"300750,600036,600519"
2026-03-02,548622.8,564418.4,1113041.2,-0.2707,50.71,-8.2819,"300750,600036,600519"
2026-03-03,548622.8,568243.4,1116866.2,0.3437,50.88,-7.9667,"300750,600036,600519"
2026-03-04,548622.8,559334.4,1107957.2,-0.7977,50.48,-8.7008,"300750,600036,600519"
